row ID,row m/z,row retention time,intensity_measure,AlgCoPs_Plate1_Well_L6_P1-B-2_01_22929.mzXML Peak area,AlgCoPs_Plate1_Well_L16_P1-B-4_01_22931.mzXML Peak area,AlgaeCoVibrio_Plate1_Well_L10_P1-A-8_01_22925.mzXML Peak area,AlgaeCoVibrio_Plate1_Well_L8_P1-A-7_01_22924.mzXML Peak area,AlgMedVibMono_Plate2_Well_L9_P1-A-7_01_22879.mzXML Peak area,AlgMedPsMono_Plate2_Well_L6_P1-B-2_01_22882.mzXML Peak area,HalCoAlgae_Plate1_Well_U7_P1-D-6_01_22957.mzXML Peak area,BacMediaAlgaMonoPlate1_WellU13_P1-C-3_01_22940.mzXML Peak area,AlgMedPsMono_Plate2_Well_L3_P1-B-1_01_22881.mzXML Peak area,BacMediaAlgaMonoPlate1_WellU15_P1-C-4_01_22941.mzXML Peak area,HalCoAlgae_Plate1_Well_U2_P1-D-5_01_22956.mzXML Peak area,AlgMedVibMono_Plate2_Well_L8_P1-A-6_01_22878.mzXML Peak area,AlgaeMono_Plate1_Well_L15_P1-A-4_01_22920.mzXML Peak area,HalMono_Plate2_Well_U5_P1-D-5_01_22911.mzXML Peak area,AlgaeCoVibrio_Plate1_Well_L5_P1-A-6_01_22923.mzXML Peak area,BactMediaCntrl_Plate2_Well_U4_P1-C-2_01_22893.mzXML Peak area,AlgCoHalo_Plate1_Well_L7_P1-B-6_01_22934.mzXML Peak area,AlgaeMediaCntr_Plate2_Well_L13_P1-A-3_01_22867.mzXML Peak area,AlgCoPs_Plate1_Well_L1_P1-B-1_01_22928.mzXML Peak area,AlgMedHalMono_Plate2_Well_L5_P1-B-5_01_22886.mzXML Peak area,AlgCoPs_Plate1_Well_L11_P1-B-3_01_22930.mzXML Peak area,PsCoAlgae_Plate1_Well_U1_P1-D-1_01_22951.mzXML Peak area,AlgCoHalo_Plate1_Well_L14_P1-B-8_01_22936.mzXML Peak area,HalMono_Plate2_Well_U10_P1-D-7_01_22913.mzXML Peak area,PsMono_Plate2_Well_U14_P1-D-4_01_22909.mzXML Peak area,HalMono_Plate2_Well_U15_P1-D-8_01_22914.mzXML Peak area,AlgaeMono_Plate1_Well_L4_P1-A-1_01_22917.mzXML Peak area,VibCoAlgae_Plate1_Well_U3_P1-C-5_01_22945.mzXML Peak area,PsCoAlgae_Plate1_Well_U16_P1-D-4_01_22954.mzXML Peak area,AlgaeCoVibrio_Plate1_Well_L3_P1-A-5_01_22922.mzXML Peak area,PsMono_Plate2_Well_U12_P1-D-3_01_22908.mzXML Peak area,VibMono_Plate2_Well_U2_P1-C-5_01_22897.mzXML Peak area,BactMediaCntrl_Plate2_Well_U16_P1-C-4_01_22895.mzXML Peak area,VibMono_Plate2_Well_U8_P1-C-6_01_22898.mzXML Peak area,HalMono_Plate2_Well_U7_P1-D-6_01_22912.mzXML Peak area,VibCoAlgae_Plate1_Well_U8_P1-C-7_01_22947.mzXML Peak area,BacMediaAlgaMonoPlate1_Well_U4_P1-C-1_01_22938.mzXML Peak area,PsCoAlgae_Plate1_Well_U11_P1-D-3_01_22953.mzXML Peak area,AlgCoHalo_Plate1_Well_L12_P1-B-7_01_22935.mzXML Peak area,PsMono_Plate2_Well_U3_P1-D-1_01_22906.mzXML Peak area,VibCoAlgae_Plate1_Well_U5_P1-C-6_01_22946.mzXML Peak area,AlgMedHalMono_Plate2_Well_L15_P1-B-8_01_22889.mzXML Peak area,VibMono_Plate2_Well_U9_P1-C-7_01_22899.mzXML Peak area,PsCoAlgae_Plate1_Well_U6_P1-D-2_01_22952.mzXML Peak area,AlgCoHalo_Plate1_Well_L2_P1-B-5_01_22933.mzXML Peak area,VibCoAlgae_Plate1_Well_U10_P1-C-8_01_22948.mzXML Peak area,BactMediaCntrl_Plate2_Well_U1_P1-C-1_01_22892.mzXML Peak area,VibMono_Plate2_Well_U11_P1-C-8_01_22900.mzXML Peak area,AlgaeMono_Plate1_Well_L9_P1-A-2_01_22918.mzXML Peak area,HalCoAlgae_Plate1_Well_U14_P1-D-7_01_22958.mzXML Peak area,BactMediaCntrl_Plate2_Well_U13_P1-C-3_01_22894.mzXML Peak area,BacMediaAlgaMonoPlate1_Well_U9_P1-C-2_01_22939.mzXML Peak area,PsMono_Plate2_Well_U6_P1-D-2_01_22907.mzXML Peak area,AlgMedVibMono_Plate2_Well_L11_P1-A-8_01_22880.mzXML Peak area,AlgMedHalMono_Plate2_Well_L7_P1-B-6_01_22887.mzXML Peak area,AlgMedPsMono_Plate2_Well_L14_P1-B-4_01_22884.mzXML Peak area,AlgMedVibMono_Plate2_Well_L2_P1-A-5_01_22877.mzXML Peak area,AlgMedHalMono_Plate2_Well_L10_P1-B-7_01_22888.mzXML Peak area,AlgaeMono_Plate1_Well_L13_P1-A-3_01_22919.mzXML Peak area,AlgaeMediaCntrl_Plate2_Well_L1_P1-A-1_01_22873.mzXML Peak area,AlgMedPsMono_Plate2_Well_L12_P1-B-3_01_22883.mzXML Peak area,AlgaeMediaCntr_Plate2_Well_L16_P1-A-4_01_22870.mzXML Peak area,AlgaeMediaCntr_Plate2_Well_L4_P1-A-2_01_22866.mzXML Peak area,AlgaeMediaCntrl_Plate2_Well_L1_P1-A-1_01_22865.mzXML Peak area,Unnamed: 67
20635,486.0479532877605,13.289453333333332,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179054.30450000046,0.0,0.0,40417.91800000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199782.20050000027,141458.17649999986,0.0,0.0,0.0,0.0,0.0,0.0,551181.8344999996,714543.4019999997,0.0,0.0,0.0,0.0,101083.1060000001,257613.78499999957,0.0,0.0,0.0,0.0,0.0,123816.9114999998,83634.57099999965,0.0,0.0,0.0,0.0,14344.704000000123,0.0,0.0,0.0,0.0,0.0,0.0,222205.843,7091.066500000148,155992.11049999937,0.0,0.0,0.0,375698.2065000002,
20652,295.49385240342883,10.54215,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159821.4580000002,0.0,0.0,0.0,0.0,0.0,0.0,6866.225999999794,0.0,0.0,0.0,0.0,72080.5670000001,0.0,0.0,0.0,0.0,0.0,0.0,416445.8944999997,52018.65449999976,0.0,0.0,0.0,0.0,0.0,0.0,216886.5555000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12649.55150000013,0.0,372349.0774999996,0.0,102855.09200000067,
20665,255.6549065329812,1.5994681818181815,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23272.62049999997,0.0,0.0,0.0,81463.98600000002,558995.3250000001,0.0,0.0,0.0,0.0,74239.82700000002,0.0,0.0,0.0,89446.35849999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66741.51499999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93753.41099999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412882.16199999966,0.0,405265.8809999999,235293.1989999999,353050.5635,
20678,551.2935740152994,1.93935,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69492.61500000003,0.0,0.0,0.0,51975.26449999993,1066267.0064999997,0.0,0.0,0.0,0.0,108496.93899999998,0.0,0.0,0.0,251021.45250000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97554.79799999997,0.0,0.0,0.0,0.0,0.0,318490.6295000001,0.0,0.0,0.0,307600.3474999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880951.296,0.0,702054.7054999999,551318.4444999998,1278381.4410000006,
20753,463.752503712972,7.644290277777778,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10837.653000000042,0.0,0.0,0.0,33186.36299999975,8446.50900000006,0.0,0.0,0.0,0.0,15128.385000000058,0.0,0.0,0.0,32609.86800000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22402.41000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19139.71900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12091.162500000337,271200.1449999998,0.0,33221.81200000035,237787.99699999983,435948.5235000013,
20764,542.2794058663504,9.25749761904762,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61164.67950000039,0.0,0.0,0.0,41555.43150000038,0.0,0.0,0.0,0.0,0.0,78158.96899999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58271.57850000008,0.0,0.0,0.0,0.0,0.0,35401.96849999985,0.0,0.0,0.0,105705.32900000038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66259.04199999968,0.0,0.0,0.0,0.0,0.0,
20775,705.6133880615234,20.0427625,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97556.57000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218529.8310000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544405.2659999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37126.5485000003,0.0,0.0,0.0,0.0,0.0,
20789,302.2066770281111,2.3756880952380954,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35153.31800000006,0.0,0.0,0.0,0.0,172735.37599999996,0.0,0.0,0.0,0.0,173682.98399999965,0.0,0.0,0.0,96965.93250000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139648.01000000007,0.0,0.0,0.0,0.0,0.0,46446.02949999996,0.0,0.0,0.0,217963.1974999998,0.0,110978.37299999992,0.0,0.0,0.0,0.0,0.0,9511.539999999904,38212.15449999993,0.0,1473123.5280000002,0.0,9880.28250000014,3848993.1855,1589676.8620000002,
20810,540.310986328125,8.81916,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9329.617500000197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9477.95800000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9588.91500000069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25663.566999999493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14485.679999999811,0.0,0.0,0.0,0.0,0.0,
20816,324.66233317057294,4.270931481481481,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21544.88249999991,0.0,0.0,70536.99350000007,71896.70549999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70779.36749999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36611.4645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216543.53800000012,0.0,93852.70349999989,0.0,602896.1509999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271864.7950000005,0.0,
20825,551.3183288574219,4.3809547619047615,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119583.5100000002,0.0,0.0,0.0,34921.09950000017,0.0,0.0,0.0,0.0,0.0,45541.44999999984,0.0,0.0,0.0,507210.86249999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37292.25600000001,0.0,0.0,0.0,0.0,0.0,3871518.918500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32869.05399999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20926,496.2770703633626,8.516419444444445,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28807.648999999976,0.0,0.0,0.0,62620.590499999606,145645.2715,0.0,0.0,0.0,0.0,66882.32849999945,0.0,0.0,0.0,80426.23050000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67260.74599999962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81112.90500000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90114.55000000056,248759.88949999964,0.0,188302.81150000007,142163.97949999987,567958.9960000007,
20967,401.7265289306641,3.298036666666667,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103066.56249999993,0.0,0.0,0.0,105925.30950000018,0.0,0.0,0.0,0.0,0.0,47350.69249999996,0.0,0.0,0.0,143165.3259999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328147.11999999994,0.0,0.0,
21035,278.2218068440755,7.601108333333332,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30087.124000000254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23986.24800000005,84397.61800000006,0.0,0.0,0.0,0.0,0.0,6695.742500000002,11815.408000000094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50079.692499999954,0.0,0.0,
21094,851.3974740164621,10.156828571428573,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26813.50749999997,7923.784000000273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42534.78400000035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57259.8030000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198950.9935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9426.284999999909,0.0,0.0,0.0,0.0,19333.386000000075,0.0,0.0,0.0,0.0,
21105,542.7791510687935,23.81315,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8465.762000000033,0.0,0.0,38991.78799999919,13913.582000000542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166672.14750000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30350.06349999944,0.0,0.0,41656.20800000111,0.0,0.0,0.0,0.0,50808.4574999997,7735.972499999899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22649.29600000003,0.0,
21141,347.9484320746528,10.52416111111111,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68379.31299999991,0.0,0.0,0.0,0.0,0.0,0.0,77425.5679999995,0.0,0.0,0.0,45592.66999999983,63073.05299999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5779.524000000023,34493.20899999986,0.0,0.0,0.0,58248.70499999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84641.62699999961,0.0,8250.899999999867,0.0,0.0,0.0,0.0,
21145,360.3229446411133,19.172125,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8319.779999999892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187669.3149999981,0.0,0.0,0.0,0.0,0.0,
21268,486.0478612726385,14.58461212121212,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6833.419999999795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7446.109499999698,12389.637000000146,0.0,0.0,0.0,0.0,0.0,0.0,553576.1869999996,575805.2015000001,0.0,33503.712000000465,0.0,0.0,0.0,6792.210000000049,0.0,0.0,0.0,0.0,0.0,6011.750000000433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7789.3200000004545,0.0,0.0,0.0,290972.811,0.0,7200.653000000005,
21323,407.5874871148004,20.20811296296296,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12868.176000000392,0.0,0.0,6527.055999999888,6923.112000000262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7438.757999999526,0.0,0.0,0.0,0.0,5322.612499999784,6541.528000000137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35001.67400000028,0.0,0.0,0.0,0.0,6503.829000000112,0.0,0.0,0.0,0.0,0.0,14847.23600000079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21388,323.2190678914388,12.13049027777778,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220411.3554999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4846711.704500002,1185650.2594999964,4770124.764000029,0.0,0.0,0.0,0.0,606147.6780000039,0.0,0.0,0.0,7313305.50700005,0.0,0.0,0.0,0.0,472099.1159999963,0.0,545075.1959999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2785739.8655000194,0.0,153425.3049999998,13550.389500000098,0.0,2110308.9635000047,0.0,0.0,0.0,0.0,0.0,0.0,
21389,559.3964930943081,12.499811904761904,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947372.8345000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500296.7610000023,0.0,2588128.583000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3124738.6019999865,0.0,0.0,0.0,0.0,0.0,0.0,310600.1800000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187579.4649999924,0.0,0.0,0.0,0.0,1301519.2620000038,0.0,0.0,0.0,0.0,0.0,0.0,
21391,619.2726567586263,6.246466666666668,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.75950000022,0.0,113624.26150000031,0.0,0.0,0.0,31662.486999999608,0.0,0.0,0.0,878706.5114999989,70163.96549999958,38843.82649999992,0.0,748825.8380000005,0.0,0.0,95402.172,156004.41500000024,971668.2584999984,12854.230999999656,74518.10650000031,0.0,0.0,0.0,0.0,1541689.55,0.0,700853.5415000006,62619.5120000002,0.0,0.0,176549.97150000016,90534.94199999982,73890.17149999994,0.0,0.0,31769.561500000003,0.0,135413.76349999988,0.0,71211.90400000011,0.0,0.0,44177.92399999993,0.0,0.0,23183.431000000197,0.0,0.0,297763.2655000003,
21394,337.2344169616699,12.960204166666667,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217979.1599999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992651.102000003,303374.30450000067,660979.6105000022,0.0,0.0,0.0,0.0,89951.09249999947,0.0,0.0,0.0,1252862.6289999916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585753.8830000015,0.0,0.0,0.0,0.0,283552.9404999997,0.0,0.0,0.0,0.0,0.0,0.0,
21395,310.0926940917969,12.193943333333332,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216426.34200000137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439018.0679999916,0.0,0.0,0.0,0.0,71738.81800000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110894.27949999976,0.0,0.0,0.0,0.0,467642.87849999854,0.0,0.0,0.0,0.0,0.0,0.0,
21397,289.1412658691406,11.697408333333334,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157233.63849999968,0.0,226165.8925000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123136.642999998,0.0,0.0,0.0,0.0,141972.46249999903,0.0,0.0,0.0,0.0,0.0,0.0,106711.08949999932,0.0,0.0,0.0,0.0,0.0,106307.0905000009,0.0,0.0,0.0,0.0,0.0,0.0,92478.02449999972,0.0,0.0,0.0,45710.18399999947,
21399,312.2533365885417,10.739820370370367,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121866.58200000104,0.0,0.0,0.0,0.0,0.0,36663.577500000494,115776.12949999855,0.0,0.0,397214.2724999991,0.0,492145.3335000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220841.2385000008,0.0,0.0,0.0,0.0,0.0,0.0,100885.96899999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129044.36500000054,0.0,0.0,249267.52199999805,0.0,0.0,0.0,0.0,0.0,0.0,
21400,312.25319480896,13.094952083333336,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220443.789499999,0.0,0.0,0.0,0.0,0.0,2577428.677499999,0.0,0.0,0.0,526682.4510000005,0.0,729658.8325000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424423.3565000004,0.0,0.0,0.0,0.0,0.0,0.0,2381628.0149999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2474148.9385000006,0.0,0.0,2892795.70600001,0.0,0.0,0.0,0.0,0.0,0.0,
21401,597.3760375976562,13.879833333333334,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190158.6544999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419867.3095000001,0.0,542649.6639999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405215.5404999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161439.1894999994,0.0,0.0,0.0,0.0,0.0,0.0,
21403,265.1775379180908,11.829233333333333,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127986.38700000056,0.0,0.0,6882.29399999972,0.0,31537.96900000024,0.0,74808.16250000094,0.0,0.0,949736.1504999988,0.0,600517.2330000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450431.06199999887,0.0,0.0,0.0,14668.992000000351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21405,183.6010882059733,12.51291111111111,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262148.4544999998,0.0,0.0,0.0,0.0,0.0,72735.90750000013,0.0,0.0,0.0,532177.0430000004,211759.6574999992,486964.9599999997,0.0,0.0,0.0,0.0,101398.31750000076,0.0,0.0,0.0,542291.4650000002,0.0,0.0,0.0,0.0,78337.29650000043,0.0,181045.19950000063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329041.4754999996,0.0,72459.98750000075,0.0,0.0,342862.17999999924,0.0,0.0,0.0,0.0,0.0,0.0,
21407,303.1584548950196,10.883683333333334,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111050.24999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227741.29749999996,0.0,414297.72000000457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218777.1649999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21408,309.2036387125651,10.45739888888889,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154190.66050000046,0.0,0.0,0.0,0.0,0.0,30306.238499999752,9873.80999999987,0.0,0.0,1802936.4605000056,217632.81050000025,1599665.9410000006,0.0,0.0,0.0,0.0,126446.61750000063,0.0,0.0,0.0,2098974.1555000027,0.0,0.0,0.0,0.0,51202.39299999969,0.0,89463.62050000038,0.0,10937.4330000006,12993.904000000271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337184.6689999999,0.0,63260.971500000174,0.0,0.0,699067.4759999983,0.0,0.0,0.0,0.0,0.0,0.0,
21410,637.3052964643998,16.954303030303024,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89172.27250000305,0.0,120945.37900000149,0.0,130912.92349999848,0.0,0.0,0.0,0.0,0.0,377111.6505000004,147976.26900000163,239451.09550000585,0.0,0.0,0.0,0.0,394664.5424999989,120580.54049999904,249562.56650000217,354372.90900000423,252149.7115,0.0,0.0,0.0,0.0,219052.0545000008,0.0,111943.177000002,351073.6305000012,0.0,0.0,0.0,0.0,463428.4875000024,0.0,0.0,321693.7324999946,0.0,134509.61549999937,95182.72550000326,0.0,0.0,84985.23899999939,0.0,0.0,400733.5214999978,0.0,294809.78900000046,0.0,874645.8120000071,
21422,569.3447621663412,12.518805555555558,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99374.9434999998,0.0,0.0,0.0,0.0,0.0,77899.8469999997,0.0,0.0,0.0,216426.5120000005,372839.5984999994,117274.94849999988,0.0,0.0,0.0,0.0,203388.29350000093,0.0,0.0,0.0,322738.7385000001,0.0,0.0,0.0,0.0,231289.73200000112,0.0,140573.2680000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302591.45449999976,0.0,149761.3360000015,0.0,0.0,136869.1225000002,0.0,0.0,0.0,0.0,0.0,0.0,
